98;;;;;;;
85;Yoni esta pensando en la flor que le encanta a____;img/slide85/A.png;img/slide85/B.png;img/slide85/C.png;img/slide85/D.png;img/slide85/Cara.png;3
86;Yoni esta pensado en el animal que le encanta a______;img/slide86/A.png;img/slide86/B.png;img/slide86/C.png;img/slide86/D.png;img/slide86/Cara.png;2
86;Yoni esta pensando en la flor que _____ quiere;img/slide87/A.png;img/slide87/B.png;img/slide87/C.png;img/slide87/D.png;img/slide87/Cara.png;1
88;A Yoni le encanta el juguete que le encanta a______;img/slide88/A.png;img/slide88/B.png;img/slide88/C.png;img/slide88/D.png;img/slide88/Cara.png;0
89;Yoni esta pensando en la silla que le encanta a_____;img/slide89/A.png;img/slide89/B.png;img/slide89/C.png;img/slide89/D.png;img/slide89/Cara.png;1
90;A Yoni le encanta el vehiculo que le encanta a______;img/slide90/A.png;img/slide90/B.png;img/slide90/C.png;img/slide90/D.png;img/slide90/Cara.png;3
91;A Yoni le encanta el animal que le encanta a_______;img/slide91/A.png;img/slide91/B.png;img/slide91/C.png;img/slide91/D.png;img/slide91/Cara.png;3
92;Yoni tiene la silla que_____ tiene;img/slide92/A.png;img/slide92/B.png;img/slide92/C.png;img/slide92/D.png;img/slide92/Cara.png;0
93;Yoni esta pensando en la silla que ______ quiere;img/slide93/A.png;img/slide93/B.png;img/slide93/C.png;img/slide93/D.png;img/slide93/Cara.png;1
94;Yoni esta pensando en la fruta que ______ quiere;img/slide94/A.png;img/slide94/B.png;img/slide94/C.png;img/slide94/D.png;img/slide94/Cara.png;2
95;Yoni tiene el animal que_____ tiene;img/slide95/A.png;img/slide95/B.png;img/slide95/C.png;img/slide95/D.png;img/slide95/Cara.png;3
96;A Yoni le encanta la silla que le encanta a______;img/slide96/A.png;img/slide96/B.png;img/slide96/C.png;img/slide96/D.png;img/slide96/Cara.png;1
97;Yoni esta pensando en el vehiculo que le encanta a _____;img/slide97/A.png;img/slide97/B.png;img/slide97/C.png;img/slide97/D.png;img/slide97/Cara.png;3
